iter	RMSE
725	888.7775793
726	888.5208792
727	888.4607771
728	888.2773136
729	888.0756687
730	887.8675674
731	887.5876384
732	887.3250225
733	887.2483521
734	887.0151126
735	886.9361447
736	886.7034458
737	886.427226
738	886.3042411
739	886.0855106
740	885.940825
741	885.8136549
742	885.5484444
743	885.3804282
744	885.1760428
745	884.9721371
746	884.7619276
747	884.5470735
748	884.3732114
749	884.1735603
750	884.0964566
751	883.9570528
752	883.7771209
753	883.5817136
754	883.3761889
755	883.3018851
756	883.0389972
757	882.7764663
758	882.5371799
759	882.4083912
760	882.1808372
761	881.9480266
762	881.7358779
763	881.6311206
764	881.5285841
765	881.2914732
766	881.1247991
767	880.8249008
768	880.7114613
769	880.5071129
770	880.3902514
771	880.2590827
772	880.1127688
773	879.9012725
774	879.6969384
775	879.428783
776	879.3247005
777	879.1783459
778	878.9716179
779	878.8602263
780	878.7362812
781	878.5625852
782	878.4306568
783	878.1514929
784	877.9304246
785	877.7622844
786	877.5803467
787	877.4056494
788	877.2362692
789	877.0772313
790	876.9204574
791	876.7551093
792	876.6557546
793	876.5385341
794	876.2679551
795	876.1811355
796	875.9692586
797	875.7463911
798	875.6426117
799	875.5109679
800	875.2808144
801	875.1716359
802	874.9965559
803	874.8214823
804	874.7055142
805	874.5536857
806	874.3788395
807	874.2614109
808	874.2000585
809	873.9517685
810	873.6296619
811	873.5037134
812	873.3448433
813	873.2619185
814	873.1361181
815	872.9694616
816	872.905222
817	872.7583133
818	872.5900628
819	872.4181792
820	872.1825465
821	872.0551802
822	871.9196338
823	871.7330758
824	871.5029715
825	871.3949238
826	871.1944525
827	871.0248699
828	870.8211358
829	870.60369
830	870.3662737
831	870.2485264
832	870.0687167
833	869.9829495
834	869.8970012
835	869.7769216
836	869.613958
837	869.4423692
838	869.2732363
839	869.0325195
840	868.8324092
841	868.6709226
842	868.5641654
843	868.4694502
844	868.2690759
845	868.1660682
846	867.9808519
847	867.8117331
848	867.5935303
849	867.4586172
850	867.2658542
851	867.1747296
852	866.9593148
853	866.8809768
854	866.7009334
855	866.5703795
856	866.4497442
857	866.31606
858	866.0993794
859	866.0021159
860	865.8727926
861	865.7335398
862	865.6245708
863	865.5754518
864	865.4177224
865	865.1097672
866	865.0004973
867	864.7351333
868	864.5778684
869	864.4076789
870	864.3509949
871	864.1185863
872	864.0053159
873	863.8013786
874	863.7048881
875	863.570784
876	863.4614182
877	863.2833407
878	863.0936897
879	862.9593724
880	862.7767629
881	862.5749692
882	862.358204
883	862.2830473
884	862.2023837
885	862.0543164
886	861.8959968
887	861.6517887
888	861.5211072
889	861.3352918
890	861.1128509
891	860.943467
892	860.7319406
893	860.5121863
894	860.4009196
895	860.2700735
896	860.0037662
897	859.8343263
898	859.6942946
899	859.6221859
900	859.5021722
901	859.4440174
902	859.2194091
903	858.9671553
904	858.7722076
905	858.6315252
906	858.4712198
907	858.2414953
908	858.0294088
909	857.8148335
910	857.5558562
911	857.466847
912	857.3467173
913	857.1380265
914	856.9308474
915	856.746948
916	856.5119843
917	856.2434891
918	855.9936673
919	855.7814657
920	855.648417
921	855.3372089
922	855.2183313
923	855.0478584
924	854.8449959
925	854.7205817
926	854.579216
927	854.5379428
928	854.3481207
929	854.0644838
930	853.9154298
931	853.7629794
932	853.6204231
933	853.5463235
934	853.4346632
935	853.2970668
936	853.1036533
937	852.9634697
938	852.7627467
939	852.6881687
940	852.6086809
941	852.5647472
942	852.4120165
943	852.1913523
944	852.060504
945	851.8365487
946	851.7567914
947	851.5166122
948	851.4205825
949	851.3015013
950	851.1857728
951	851.0684676
952	850.9727447
953	850.7741549
954	850.531161
955	850.3590704
956	850.2230647
957	850.0725304
958	849.9038485
959	849.7853726
960	849.6575044
961	849.476473
962	849.4197105
963	849.2602042
964	849.0664951
965	848.8813838
966	848.7328519
967	848.5872428
968	848.4848815
969	848.348196
970	848.2063536
971	848.0259286
972	847.9229749
973	847.7464716
974	847.5566107
975	847.2545524
976	847.1552659
977	847.0871775
978	846.975627
979	846.8214247
980	846.7212144
981	846.5335417
982	846.4055913
983	846.2482253
984	846.173799
985	845.8985846
986	845.7054539
987	845.4659845
988	845.4562641
989	845.3691156
990	845.2163209
991	845.1101628
992	844.9530891
993	844.7682117
994	844.5359273
995	844.3330037
996	844.1398849
997	844.0816946
998	843.8952851
999	843.6752991
